Zip Code ZCTA,State,City,2010 Census Population,Latitude,Longitude
76518,TX,Buckholts,1581,30.87,-97.12
76519,TX,Burlington,626,30.95,-96.86
76520,TX,Cameron,8413,30.85,-96.97
76522,TX,Copperas Cove,35534,31.11,-97.9
76523,TX,Davilla,18,30.76,-97.18
76524,TX,Eddy,2867,31.35,-97.3
76525,TX,Evant,1062,31.47,-98.14
76527,TX,Florence,4058,30.83,-97.79
76528,TX,Gatesville,16974,31.44,-97.73
76530,TX,Granger,2540,30.71,-97.44
76531,TX,Hamilton,4978,31.7,-98.12
76534,TX,Holland,2615,30.88,-97.4
76537,TX,Jarrell,3870,30.81,-97.6
76538,TX,Jonesboro,761,31.59,-97.75
76539,TX,Kempner,7841,31.07,-98
76541,TX,Killeen,19206,31.09,-97.71
76542,TX,Killeen,40025,31.09,-97.71
76543,TX,Killeen,30430,31.09,-97.71
76544,TX,Fort Hood,29943,31.09,-97.71
76548,TX,Harker Heights,26344,31.06,-97.65
76549,TX,Killeen,44490,31.09,-97.71
76550,TX,Lampasas,11586,31.06,-98.18
76554,TX,Little River Academy,2104,30.97,-97.37
76556,TX,Milano,1461,30.7,-96.85
76557,TX,Moody,5178,31.3,-97.36
76559,TX,Nolanville,5051,31.07,-97.61
76561,TX,Oglesby,962,31.41,-97.5
76565,TX,Pottsville,74,31.68,-98.35
76566,TX,Purmela,258,31.46,-97.9
76567,TX,Rockdale,8984,30.65,-97
76569,TX,Rogers,2498,30.93,-97.22
76570,TX,Rosebud,2572,31.07,-96.97
76571,TX,Salado,6790,30.95,-97.52
76573,TX,Schwertner,26,30.72,-97.43
76574,TX,Taylor,17661,30.57,-97.41
76577,TX,Thorndale,3046,30.61,-97.2
76578,TX,Thrall,1766,30.58,-97.29
76579,TX,Troy,4258,31.19,-97.3
76596,TX,Gatesville,1274,31.44,-97.73
76597,TX,Gatesville,2882,31.44,-97.73
76598,TX,Gatesville,523,31.44,-97.73
76599,TX,Gatesville,1956,31.44,-97.73
76621,TX,Abbott,1037,31.88,-97.07
76622,TX,Aquilla,1015,31.85,-97.22
76623,TX,Avalon,242,32.33,-96.8
76624,TX,Axtell,2231,31.65,-96.97
76626,TX,Blooming Grove,1563,32.09,-96.71
76627,TX,Blum,1601,32.14,-97.39
76628,TX,Brandon,111,32.05,-96.96
76629,TX,Bremond,1989,31.16,-96.67
76630,TX,Bruceville,1840,31.33,-97.21
76631,TX,Bynum,522,31.96,-97
76632,TX,Chilton,1778,31.29,-97.11
76633,TX,China Spring,4973,31.67,-97.31
76634,TX,Clifton,7093,31.78,-97.58
76635,TX,Coolidge,1341,31.75,-96.65
76636,TX,Covington,1497,32.17,-97.25
76637,TX,Cranfills Gap,536,31.77,-97.82
76638,TX,Crawford,2837,31.53,-97.44
76639,TX,Dawson,1584,31.89,-96.71
76640,TX,Elm Mott,3005,31.67,-97.1
76641,TX,Frost,1674,32.07,-96.8
76642,TX,Groesbeck,7057,31.52,-96.53
76643,TX,Hewitt,13554,31.45,-97.19
76645,TX,Hillsboro,11039,32,-97.11
76648,TX,Hubbard,2302,31.84,-96.8
76649,TX,Iredell,790,31.98,-97.87
76650,TX,Irene,104,31.99,-96.85
76651,TX,Italy,3300,32.18,-96.88
76652,TX,Kopperl,1087,32.11,-97.58
76653,TX,Kosse,1082,31.3,-96.62
76654,TX,Leroy,151,31.73,-97.02
76655,TX,Lorena,7831,31.38,-97.21
76656,TX,Lott,2276,31.2,-97.03
76657,TX,Mc Gregor,9307,31.45,-97.37
76660,TX,Malone,506,31.91,-96.89
76661,TX,Marlin,8708,31.3,-96.89
76664,TX,Mart,3514,31.54,-96.83
76665,TX,Meridian,2526,31.92,-97.64
76666,TX,Mertens,244,32.05,-96.89
76667,TX,Mexia,11313,31.67,-96.48
76670,TX,Milford,1377,32.12,-96.94
76671,TX,Morgan,1777,32.01,-97.6
76673,TX,Mount Calm,1187,31.75,-96.88
76676,TX,Penelope,413,31.85,-96.92
76678,TX,Prairie Hill,263,31.65,-96.78
76679,TX,Purdon,1432,31.94,-96.57
76680,TX,Reagan,190,31.23,-96.75
76681,TX,Richland,873,31.92,-96.42
76682,TX,Riesel,2660,31.47,-96.93
76685,TX,Satin,108,31.38,-97.02
76686,TX,Tehuacana,285,31.74,-96.54
76687,TX,Thornton,1466,31.41,-96.57
76689,TX,Valley Mills,3996,31.65,-97.47
76690,TX,Walnut Springs,1197,32.05,-97.75
76691,TX,West,6454,31.8,-97.09
76692,TX,Whitney,10115,31.94,-97.32
76693,TX,Wortham,1651,31.79,-96.46
76701,TX,Waco,1826,31.56,-97.18
76704,TX,Waco,8007,31.56,-97.18
76705,TX,Waco,29155,31.56,-97.18
76706,TX,Waco,35015,31.56,-97.18
76707,TX,Waco,16697,31.56,-97.18
76708,TX,Waco,24476,31.56,-97.18
76710,TX,Waco,22686,31.56,-97.18
76711,TX,Waco,9042,31.56,-97.18
76712,TX,Woodway,23506,31.49,-97.23
76798,TX,Waco,1862,31.56,-97.18
76801,TX,Brownwood,25552,31.72,-98.97
76802,TX,Early,5075,31.74,-98.94
76820,TX,Art,125,30.74,-99.1
76821,TX,Ballinger,4869,31.74,-99.95
76823,TX,Bangs,2945,31.71,-99.13
76824,TX,Bend,35,31.09,-98.51
76825,TX,Brady,7091,31.13,-99.37
76827,TX,Brookesmith,433,31.55,-99.11
76828,TX,Burkett,199,31.99,-99.22
76831,TX,Castell,63,30.7,-98.5
76832,TX,Cherokee,559,30.98,-98.7
76834,TX,Coleman,5908,31.83,-99.42
76836,TX,Doole,41,31.39,-99.59
76837,TX,Eden,3188,31.21,-99.84
76841,TX,Fort Mc Kavett,61,30.84,-100.06
76842,TX,Fredonia,191,30.93,-99.11
76844,TX,Goldthwaite,3550,31.45,-98.57
76845,TX,Gouldbusk,178,31.55,-99.47
76848,TX,Hext,78,30.86,-99.52
76849,TX,Junction,3944,30.48,-99.77
76852,TX,Lohn,212,31.32,-99.4
76853,TX,Lometa,1622,31.21,-98.39
76854,TX,London,401,30.67,-99.57
76856,TX,Mason,3582,30.74,-99.23
76857,TX,May,1791,31.97,-98.91
76858,TX,Melvin,254,31.19,-99.58
76859,TX,Menard,1982,30.91,-99.78
76861,TX,Miles,1995,31.6,-100.18
76862,TX,Millersview,198,31.4,-99.75
76864,TX,Mullin,890,31.55,-98.66
76865,TX,Norton,160,31.87,-100.12
76866,TX,Paint Rock,623,31.5,-99.92
76869,TX,Pontotoc,125,30.9,-98.97
76870,TX,Priddy,251,31.69,-98.5
76871,TX,Richland Springs,784,31.27,-98.94
76872,TX,Rochelle,717,31.22,-99.21
76873,TX,Rockwood,55,31.5,-99.37
76874,TX,Roosevelt,68,30.49,-100.05
76875,TX,Rowena,668,31.64,-100.04
76877,TX,San Saba,4558,31.19,-98.72
76878,TX,Santa Anna,1685,31.73,-99.32
76882,TX,Talpa,252,31.77,-99.7
76884,TX,Valera,172,31.75,-99.54
76885,TX,Valley Spring,154,30.83,-98.84
76887,TX,Voca,126,31.01,-99.18
76888,TX,Voss,110,31.62,-99.56
76890,TX,Zephyr,940,31.67,-98.79
76901,TX,San Angelo,27969,31.44,-100.45
76903,TX,San Angelo,31905,31.44,-100.45
76904,TX,San Angelo,32718,31.44,-100.45
76905,TX,San Angelo,11335,31.44,-100.45
76908,TX,Goodfellow Afb,1951,31.43,-100.4
76930,TX,Barnhart,156,31.12,-101.17
76932,TX,Big Lake,3390,31.19,-101.45
76933,TX,Bronte,1365,31.88,-100.29
76934,TX,Carlsbad,1296,31.59,-100.63
76935,TX,Christoval,1606,31.19,-100.49
76936,TX,Eldorado,3377,30.86,-100.59
76937,TX,Eola,37,31.39,-100.08
76939,TX,Knickerbocker,51,31.26,-100.62
76940,TX,Mereta,176,31.45,-100.14
76941,TX,Mertzon,1348,31.26,-100.82
76943,TX,Ozona,3693,30.7,-101.2
76945,TX,Robert Lee,1665,31.89,-100.48
76949,TX,Silver,7,32.07,-100.68
76950,TX,Sonora,4180,30.57,-100.64
76951,TX,Sterling City,1143,31.83,-100.98
76953,TX,Tennyson,74,31.74,-100.28
76955,TX,Vancourt,133,31.34,-100.17
76957,TX,Wall,59,31.37,-100.3
76958,TX,Water Valley,310,31.66,-100.71
77002,TX,Houston,16793,29.76,-95.38
77003,TX,Houston,10508,29.76,-95.38
77004,TX,Houston,32692,29.76,-95.38
77005,TX,Houston,25528,29.76,-95.38
77006,TX,Houston,19664,29.76,-95.38
77007,TX,Houston,30853,29.76,-95.38
77008,TX,Houston,30482,29.76,-95.38
77009,TX,Houston,38094,29.76,-95.38
77010,TX,Houston,366,29.76,-95.38
77011,TX,Houston,19547,29.76,-95.38
77012,TX,Houston,20719,29.76,-95.38
77013,TX,Houston,17602,29.76,-95.38
77014,TX,Houston,28684,29.76,-95.38
77015,TX,Houston,53621,29.76,-95.38
77016,TX,Houston,26989,29.76,-95.38
77017,TX,Houston,32561,29.76,-95.38
77018,TX,Houston,25563,29.76,-95.38
77019,TX,Houston,18944,29.76,-95.38
77020,TX,Houston,25464,29.76,-95.38
77021,TX,Houston,26042,29.76,-95.38
77022,TX,Houston,29557,29.76,-95.38
77023,TX,Houston,28998,29.76,-95.38
77024,TX,Houston,34775,29.76,-95.38
77025,TX,Houston,26137,29.76,-95.38
77026,TX,Houston,23940,29.76,-95.38
77027,TX,Houston,14331,29.76,-95.38
77028,TX,Houston,16808,29.76,-95.38
77029,TX,Houston,17814,29.76,-95.38
77030,TX,Houston,10258,29.76,-95.38
77031,TX,Houston,15762,29.76,-95.38
77032,TX,Houston,12757,29.76,-95.38
77033,TX,Houston,27965,29.76,-95.38
77034,TX,Houston,33678,29.76,-95.38
77035,TX,Houston,35896,29.76,-95.38
77036,TX,Houston,71969,29.76,-95.38
77037,TX,Houston,19819,29.76,-95.38
77038,TX,Houston,26713,29.76,-95.38
77039,TX,Houston,27562,29.76,-95.38
77040,TX,Houston,45081,29.76,-95.38
77041,TX,Houston,37146,29.76,-95.38
77042,TX,Houston,36385,29.76,-95.38
77043,TX,Houston,23358,29.76,-95.38
77044,TX,Houston,30949,29.76,-95.38
77045,TX,Houston,31255,29.76,-95.38
77046,TX,Houston,1196,29.76,-95.38
77047,TX,Houston,21077,29.76,-95.38
77048,TX,Houston,15294,29.76,-95.38
77049,TX,Houston,28521,29.76,-95.38
77050,TX,Houston,4611,29.76,-95.38
77051,TX,Houston,15085,29.76,-95.38
77053,TX,Houston,28954,29.76,-95.38
77054,TX,Houston,22290,29.76,-95.38
77055,TX,Houston,41989,29.76,-95.38
77056,TX,Houston,18673,29.76,-95.38
77057,TX,Houston,39208,29.76,-95.38
77058,TX,Houston,16406,29.76,-95.38
77059,TX,Houston,16949,29.76,-95.38
77060,TX,Houston,40830,29.76,-95.38
77061,TX,Houston,24457,29.76,-95.38
77062,TX,Houston,25152,29.76,-95.38
77063,TX,Houston,34299,29.76,-95.38
77064,TX,Houston,45847,29.76,-95.38
77065,TX,Houston,35326,29.76,-95.38
77066,TX,Houston,31366,29.76,-95.38
77067,TX,Houston,30559,29.76,-95.38
77068,TX,Houston,10064,29.76,-95.38
77069,TX,Houston,16541,29.76,-95.38
77070,TX,Houston,46017,29.76,-95.38
77071,TX,Houston,25671,29.76,-95.38
77072,TX,Houston,56526,29.76,-95.38
77073,TX,Houston,34790,29.76,-95.38
77074,TX,Houston,37267,29.76,-95.38
77075,TX,Houston,37388,29.76,-95.38
77076,TX,Houston,33803,29.76,-95.38
77077,TX,Houston,52151,29.76,-95.38
77078,TX,Houston,14777,29.76,-95.38
77079,TX,Houston,31280,29.76,-95.38
77080,TX,Houston,45275,29.76,-95.38
77081,TX,Houston,47860,29.76,-95.38
77082,TX,Houston,49900,29.76,-95.38
77083,TX,Houston,70837,29.76,-95.38
77084,TX,Houston,95137,29.76,-95.38
77085,TX,Houston,16074,29.76,-95.38
77086,TX,Houston,28009,29.76,-95.38
77087,TX,Houston,36399,29.76,-95.38
77088,TX,Houston,49660,29.76,-95.38
77089,TX,Houston,48685,29.76,-95.38
77090,TX,Houston,32930,29.76,-95.38
77091,TX,Houston,23472,29.76,-95.38
77092,TX,Houston,33745,29.76,-95.38
77093,TX,Houston,46929,29.76,-95.38
77094,TX,Houston,8498,29.76,-95.38
77095,TX,Houston,66502,29.76,-95.38
77096,TX,Houston,32628,29.76,-95.38
77098,TX,Houston,13076,29.76,-95.38
77099,TX,Houston,47091,29.76,-95.38
77201,TX,Houston,0,29.76,-95.38
77301,TX,Conroe,30769,30.32,-95.47
77302,TX,Conroe,18118,30.32,-95.47
77303,TX,Conroe,16710,30.32,-95.47
77304,TX,Conroe,21314,30.32,-95.47
77306,TX,Conroe,11931,30.32,-95.47
77316,TX,Montgomery,16036,30.39,-95.69
77318,TX,Willis,14281,30.42,-95.47
77320,TX,Huntsville,33678,30.71,-95.54
77326,TX,Ace,69,30.54,-94.79
77327,TX,Cleveland,20160,30.34,-95.07
77328,TX,Cleveland,13993,30.34,-95.07
77331,TX,Coldspring,6824,30.59,-95.12
77334,TX,Dodge,141,30.75,-95.43
77335,TX,Goodrich,2350,30.6,-94.94
77336,TX,Huffman,12471,30.06,-95.09
77338,TX,Humble,33971,29.99,-95.26
77339,TX,Kingwood,37512,29.99,-95.26
77340,TX,Huntsville,29809,30.71,-95.54
77342,TX,Huntsville,23,30.71,-95.54
77345,TX,Kingwood,26122,29.99,-95.26
77346,TX,Humble,53578,29.99,-95.26
77350,TX,Leggett,66,30.84,-94.85
77351,TX,Livingston,32517,30.7,-94.93
77354,TX,Magnolia,30215,30.21,-95.74
77355,TX,Magnolia,24010,30.21,-95.74
77356,TX,Montgomery,24498,30.39,-95.69
77357,TX,New Caney,19987,30.15,-95.18
77358,TX,New Waverly,4993,30.53,-95.48
77359,TX,Oakhurst,721,30.74,-95.3
77360,TX,Onalaska,5280,30.8,-95.1
77362,TX,Pinehurst,4600,30.18,-95.7
77363,TX,Plantersville,3269,30.3,-95.84
77364,TX,Pointblank,2223,30.76,-95.25
77365,TX,Porter,25769,30.1,-95.29
77367,TX,Riverside,143,30.84,-95.39
77368,TX,Romayor,152,30.31,-94.76
77369,TX,Rye,1018,30.31,-94.76
77371,TX,Shepherd,7665,30.49,-95
77372,TX,Splendora,12164,30.23,-95.16
77373,TX,Spring,54609,30.06,-95.38
77374,TX,Thicket,510,30.39,-94.63
77375,TX,Tomball,39351,30.09,-95.61
77376,TX,Votaw,617,30.33,-94.56
77377,TX,Tomball,28708,30.09,-95.61
77378,TX,Willis,14685,30.42,-95.47
77379,TX,Spring,70544,30.06,-95.38
77380,TX,Spring,23136,30.06,-95.38
77381,TX,Spring,34961,30.06,-95.38
77382,TX,Spring,35369,30.06,-95.38
77384,TX,Conroe,11857,30.32,-95.47
77385,TX,Conroe,19534,30.32,-95.47
77386,TX,Spring,36407,30.06,-95.38
77388,TX,Spring,40384,30.06,-95.38
77389,TX,Spring,21255,30.06,-95.38
77396,TX,Humble,43317,29.99,-95.26
77401,TX,Bellaire,17491,29.7,-95.46
77406,TX,Richmond,33682,29.58,-95.76
77407,TX,Richmond,28595,29.68,-95.7
77412,TX,Altair,106,29.57,-96.48
77414,TX,Bay City,23047,28.97,-95.96
77415,TX,Cedar Lane,46,28.94,-95.76
77417,TX,Beasley,2457,29.49,-95.91
77418,TX,Bellville,9585,29.94,-96.25
77419,TX,Blessing,1512,28.83,-96.23
77420,TX,Boling,2205,29.23,-95.98
77422,TX,Brazoria,13933,29.04,-95.56
77423,TX,Brookshire,9483,29.78,-95.95
77426,TX,Chappell Hill,2100,30.19,-96.21
77428,TX,Collegeport,61,28.68,-96.16
77429,TX,Cypress,72264,29.96,-95.69
77430,TX,Damon,2283,29.27,-95.72
77432,TX,Danevang,173,29.08,-96.17
77433,TX,Cypress,50539,29.96,-95.69
77434,TX,Eagle Lake,4816,29.58,-96.32
77435,TX,East Bernard,4539,29.52,-96.06
77436,TX,Egypt,73,29.39,-96.21
77437,TX,El Campo,17054,29.19,-96.27
77440,TX,Elmaton,37,28.82,-96.08
77441,TX,Fulshear,4809,29.69,-95.88
77442,TX,Garwood,1137,29.45,-96.51
77443,TX,Glen Flora,84,29.34,-96.15
77444,TX,Guy,784,29.33,-95.76
77445,TX,Hempstead,11977,30.09,-96.08
77446,TX,Prairie View,5217,30.08,-95.98
77447,TX,Hockley,11872,30.04,-95.81
77448,TX,Hungerford,341,29.39,-96.08
77449,TX,Katy,94382,29.79,-95.82
77450,TX,Katy,71889,29.79,-95.82
77451,TX,Kendleton,77,29.44,-96
77453,TX,Lane City,301,29.19,-95.99
77454,TX,Lissie,217,29.57,-96.2
77455,TX,Louise,2045,29.18,-96.42
77456,TX,Markham,1303,28.96,-96.06
77457,TX,Matagorda,651,28.8,-95.89
77458,TX,Midfield,468,28.94,-96.25
77459,TX,Missouri City,56274,29.57,-95.53
77460,TX,Nada,73,29.42,-96.39
77461,TX,Needville,10679,29.39,-95.83
77464,TX,Orchard,221,29.6,-95.96
77465,TX,Palacios,7161,28.71,-96.23
77466,TX,Pattison,690,29.81,-95.97
77467,TX,Pierce,57,29.22,-96.18
77468,TX,Pledger,131,29.17,-95.89
77469,TX,Richmond,35321,29.58,-95.76
77470,TX,Rock Island,338,29.56,-96.59
77471,TX,Rosenberg,35241,29.54,-95.79
77473,TX,San Felipe,97,29.79,-96.1
77474,TX,Sealy,12782,29.77,-96.15
77475,TX,Sheridan,773,29.51,-96.69
77476,TX,Simonton,313,29.68,-95.99
77477,TX,Stafford,35897,29.62,-95.56
77478,TX,Sugar Land,24739,29.61,-95.61
77479,TX,Sugar Land,74514,29.61,-95.61
77480,TX,Sweeny,8097,29.04,-95.69
77481,TX,Thompsons,35,29.49,-95.61
77482,TX,Van Vleck,2307,29.03,-95.88
77483,TX,Wadsworth,311,28.83,-95.93
77484,TX,Waller,11068,30.05,-95.92
77485,TX,Wallis,4054,29.63,-96.06
77486,TX,West Columbia,6851,29.14,-95.64
77488,TX,Wharton,14148,29.31,-96.09
77489,TX,Missouri City,35554,29.57,-95.53
77493,TX,Katy,23104,29.79,-95.82
77494,TX,Katy,61600,29.79,-95.82
77498,TX,Sugar Land,49906,29.63,-95.65
77502,TX,Pasadena,37995,29.66,-95.15
77503,TX,Pasadena,24251,29.66,-95.15
77504,TX,Pasadena,24529,29.66,-95.15
77505,TX,Pasadena,23223,29.66,-95.15
77506,TX,Pasadena,35977,29.66,-95.15
77507,TX,Pasadena,0,29.66,-95.15
77510,TX,Santa Fe,13731,29.38,-95.09
77511,TX,Alvin,46627,29.43,-95.24
77514,TX,Anahuac,4942,29.76,-94.67
77515,TX,Angleton,30309,29.16,-95.42
77517,TX,Santa Fe,5315,29.38,-95.09
77518,TX,Bacliff,8673,29.5,-94.99
77519,TX,Batson,1191,30.24,-94.6
77520,TX,Baytown,36489,29.74,-94.96
77521,TX,Baytown,49507,29.74,-94.96
77523,TX,Baytown,17031,29.76,-94.87
77530,TX,Channelview,31086,29.78,-95.11
77531,TX,Clute,15639,29.02,-95.39
77532,TX,Crosby,26236,29.91,-95.05
77533,TX,Daisetta,1022,30.11,-94.64
77534,TX,Danbury,2863,29.22,-95.34
77535,TX,Dayton,31295,30.05,-94.89
77536,TX,Deer Park,30690,29.69,-95.11
77538,TX,Devers,934,30.02,-94.58
77539,TX,Dickinson,38806,29.45,-95.06
77541,TX,Freeport,17412,28.95,-95.36
77545,TX,Fresno,19431,29.53,-95.45
77546,TX,Friendswood,47636,29.51,-95.19
77547,TX,Galena Park,9735,29.74,-95.23
77550,TX,Galveston,23043,29.3,-94.79
77551,TX,Galveston,17753,29.3,-94.79
77554,TX,Galveston,8863,29.3,-94.79
77560,TX,Hankamer,1005,29.87,-94.57
77561,TX,Hardin,53,30.15,-94.73
77562,TX,Highlands,10459,29.81,-95.05
77563,TX,Hitchcock,9103,29.31,-95.01
77564,TX,Hull,1988,30.13,-94.65
77565,TX,Kemah,5790,29.52,-95.02
77566,TX,Lake Jackson,28739,29.04,-95.44
77568,TX,La Marque,14308,29.36,-94.99
77571,TX,La Porte,35666,29.66,-95.04
77573,TX,League City,71580,29.48,-95.1
77575,TX,Liberty,15949,30.04,-94.79
77577,TX,Liverpool,1368,29.29,-95.27
77578,TX,Manvel,12672,29.48,-95.35
77580,TX,Mont Belvieu,312,29.85,-94.88
77581,TX,Pearland,42383,29.55,-95.27
77583,TX,Rosharon,28531,29.37,-95.45
77584,TX,Pearland,70228,29.55,-95.27
77585,TX,Saratoga,1014,30.28,-94.52
77586,TX,Seabrook,20970,29.56,-95.02
77587,TX,South Houston,16568,29.66,-95.22
77590,TX,Texas City,30374,29.4,-94.95
77591,TX,Texas City,13131,29.4,-94.95
77597,TX,Wallisville,777,29.86,-94.69
77598,TX,Webster,23059,29.53,-95.11
77611,TX,Bridge City,8219,30.02,-93.85
77612,TX,Buna,8901,30.44,-93.96
77613,TX,China,1218,30.05,-94.33
77614,TX,Deweyville,603,30.3,-93.75
77615,TX,Evadale,1012,30.33,-94.06
77616,TX,Fred,1136,30.57,-94.17
77617,TX,Gilchrist,73,29.5,-94.51
77619,TX,Groves,16147,29.94,-93.91
77622,TX,Hamshire,1390,29.86,-94.31
77623,TX,High Island,448,29.56,-94.38
77624,TX,Hillister,856,30.66,-94.38
77625,TX,Kountze,8489,30.37,-94.31
77627,TX,Nederland,21454,29.97,-93.99
77629,TX,Nome,877,30.03,-94.41
77630,TX,Orange,26796,30.1,-93.75
77632,TX,Orange,22776,30.1,-93.75
77640,TX,Port Arthur,16875,29.89,-93.92
77642,TX,Port Arthur,37111,29.89,-93.92
77650,TX,Port Bolivar,1896,29.48,-94.57
77651,TX,Port Neches,13043,29.97,-93.94
77655,TX,Sabine Pass,356,29.73,-93.89
77656,TX,Silsbee,17110,30.34,-94.18
77657,TX,Lumberton,20003,30.26,-94.2
77659,TX,Sour Lake,4910,30.13,-94.4
77660,TX,Spurger,1437,30.69,-94.17
77661,TX,Stowell,962,29.78,-94.37
77662,TX,Vidor,27035,30.12,-94
77663,TX,Village Mills,1353,30.37,-94.35
77664,TX,Warren,2681,30.61,-94.4
77665,TX,Winnie,6446,29.81,-94.38
77701,TX,Beaumont,14674,30.08,-94.14
77702,TX,Beaumont,2893,30.08,-94.14
77703,TX,Beaumont,15006,30.08,-94.14
77705,TX,Beaumont,40475,30.08,-94.14
77706,TX,Beaumont,28258,30.08,-94.14
77707,TX,Beaumont,17080,30.08,-94.14
77708,TX,Beaumont,11518,30.08,-94.14
77713,TX,Beaumont,12788,30.08,-94.14
77801,TX,Bryan,15449,30.66,-96.36
77802,TX,Bryan,23288,30.66,-96.36
77803,TX,Bryan,30252,30.66,-96.36
77807,TX,Bryan,9699,30.66,-96.36
77808,TX,Bryan,10634,30.66,-96.36
77830,TX,Anderson,2534,30.55,-96.03
77831,TX,Bedias,3426,30.74,-95.92
77833,TX,Brenham,27492,30.15,-96.39
77835,TX,Burton,2351,30.17,-96.59
77836,TX,Caldwell,11896,30.52,-96.7
77837,TX,Calvert,1587,30.97,-96.67
77840,TX,College Station,56171,30.6,-96.31
77845,TX,College Station,48938,30.6,-96.31
77853,TX,Dime Box,953,30.35,-96.81
77855,TX,Flynn,238,31.14,-96.12
77856,TX,Franklin,5096,31.02,-96.48
77857,TX,Gause,757,30.78,-96.67
77859,TX,Hearne,6981,30.87,-96.59
77861,TX,Iola,2506,30.73,-96.07
77864,TX,Madisonville,7647,30.95,-95.9
77865,TX,Marquez,1798,31.23,-96.25
77867,TX,Mumford,105,30.72,-96.56
77868,TX,Navasota,15511,30.38,-96.08
77871,TX,Normangee,3368,31.03,-96.11
77872,TX,North Zulch,1716,30.93,-96.08
77873,TX,Richards,1292,30.54,-95.86
77876,TX,Shiro,197,30.63,-95.9
77878,TX,Snook,475,30.49,-96.46
77879,TX,Somerville,4670,30.34,-96.53
77880,TX,Washington,1879,30.33,-96.22
77901,TX,Victoria,41548,28.82,-96.98
77904,TX,Victoria,25002,28.82,-96.98
77905,TX,Victoria,13981,28.82,-96.98
77950,TX,Austwell,197,28.39,-96.84
77951,TX,Bloomington,2616,28.65,-96.9
77954,TX,Cuero,11506,29.09,-97.28
77957,TX,Edna,8187,28.97,-96.64
77960,TX,Fannin,121,28.69,-97.21
77961,TX,Francitas,183,28.8,-96.35
77962,TX,Ganado,3286,29.04,-96.51
77963,TX,Goliad,5459,28.66,-97.39
77964,TX,Hallettsville,7569,29.44,-96.94
77968,TX,Inez,2774,28.87,-96.79
77969,TX,La Salle,154,28.76,-96.62
77970,TX,La Ward,295,28.84,-96.46
77971,TX,Lolita,911,28.81,-96.44
77973,TX,Mcfaddin,50,28.51,-97.01
77974,TX,Meyersville,455,28.92,-97.3
77975,TX,Moulton,1860,29.57,-97.14
77976,TX,Nursery,126,28.91,-97.1
77977,TX,Placedo,718,28.66,-96.83
77978,TX,Point Comfort,743,28.67,-96.55
77979,TX,Port Lavaca,17144,28.61,-96.62
77982,TX,Port O Connor,1253,28.44,-96.4
77983,TX,Seadrift,2209,28.41,-96.71
77984,TX,Shiner,4295,29.43,-97.17
77987,TX,Sweet Home,161,29.35,-97.08
77988,TX,Telferner,326,28.83,-96.83
77990,TX,Tivoli,699,28.43,-96.88
77991,TX,Vanderbilt,357,28.85,-96.66
77993,TX,Weesatche,148,28.83,-97.41
77994,TX,Westhoff,321,29.2,-97.46
77995,TX,Yoakum,9567,29.29,-97.14
78001,TX,Artesia Wells,33,28.22,-99.29
78002,TX,Atascosa,8255,29.28,-98.73
78003,TX,Bandera,8689,29.72,-99.07
78004,TX,Bergheim,1183,29.81,-98.58
78005,TX,Bigfoot,817,29.05,-98.85
78006,TX,Boerne,27558,29.8,-98.73
78007,TX,Calliham,151,28.46,-98.35
78008,TX,Campbellton,345,28.75,-98.3
78009,TX,Castroville,7255,29.34,-98.87
78010,TX,Center Point,3386,29.93,-99.03
78011,TX,Charlotte,2082,28.85,-98.7
78012,TX,Christine,436,28.78,-98.49
78013,TX,Comfort,5930,29.97,-98.9
78014,TX,Cotulla,4987,28.43,-99.23
78015,TX,Boerne,9602,29.8,-98.73
78016,TX,Devine,9630,29.14,-98.9
78017,TX,Dilley,4787,28.66,-99.17
78019,TX,Encinal,1855,28.04,-99.35
78021,TX,Fowlerton,126,28.45,-98.81
78022,TX,George West,4627,28.33,-98.11
78023,TX,Helotes,24334,29.56,-98.69
78024,TX,Hunt,1436,30.06,-99.33
78025,TX,Ingram,4956,30.07,-99.23
78026,TX,Jourdanton,5861,28.91,-98.54
78027,TX,Kendalia,459,29.96,-98.51
78028,TX,Kerrville,37620,30.04,-99.13
78029,TX,Kerrville,0,30.04,-99.13
78039,TX,La Coste,1657,29.3,-98.81
78040,TX,Laredo,42083,27.53,-99.48
78041,TX,Laredo,44153,27.53,-99.48
78043,TX,Laredo,42713,27.53,-99.48
78044,TX,Laredo,648,27.53,-99.48
78045,TX,Laredo,54713,27.53,-99.48
78046,TX,Laredo,64548,27.53,-99.48
78050,TX,Leming,767,29.06,-98.48
78052,TX,Lytle,6388,29.23,-98.79
78055,TX,Medina,1774,29.8,-99.25
78056,TX,Mico,1917,29.53,-98.93
78057,TX,Moore,871,29.05,-99.01
78058,TX,Mountain Home,1256,30.16,-99.36
78059,TX,Natalia,5387,29.19,-98.85
78060,TX,Oakville,37,28.41,-98.06
78061,TX,Pearsall,11031,28.88,-99.09
78063,TX,Pipe Creek,9227,29.71,-98.93
78064,TX,Pleasanton,14102,28.96,-98.49
78065,TX,Poteet,10831,29.03,-98.57
78066,TX,Rio Medina,591,29.43,-98.88
78067,TX,San Ygnacio,916,27.19,-99.32
78069,TX,Somerset,5137,29.22,-98.65
78070,TX,Spring Branch,14618,29.86,-98.4
78071,TX,Three Rivers,4248,28.46,-98.17
78072,TX,Tilden,505,28.45,-98.54
