Zip Code ZCTA,State,City,2010 Census Population,Latitude,Longitude
17601,PA,Lancaster,49779,40.04,-76.3
17602,PA,Lancaster,52452,40.04,-76.3
17603,PA,Lancaster,61973,40.04,-76.3
17606,PA,Lancaster,392,40.04,-76.3
17701,PA,Williamsport,44661,41.23,-77.03
17702,PA,Williamsport,10721,41.23,-77.03
17721,PA,Avis,1604,41.18,-77.31
17723,PA,Cammal,34,41.2,-77.26
17724,PA,Canton,5424,41.65,-76.85
17727,PA,Cedar Run,72,41.52,-77.45
17728,PA,Cogan Station,5120,41.31,-77.03
17729,PA,Cross Fork,159,41.48,-77.83
17730,PA,Dewart,257,41.13,-76.86
17731,PA,Eagles Mere,185,41.4,-76.58
17737,PA,Hughesville,6220,41.23,-76.72
17739,PA,Jersey Mills,32,41.45,-77.47
17740,PA,Jersey Shore,12754,41.2,-77.26
17742,PA,Lairdsville,39,41.23,-76.61
17744,PA,Linden,3175,41.27,-77.15
17745,PA,Lock Haven,19063,41.13,-77.45
17747,PA,Loganton,3073,41.03,-77.3
17748,PA,Mc Elhattan,300,41.16,-77.35
17749,PA,Mc Ewensville,244,41.07,-76.81
17750,PA,Mackeyville,167,41.05,-77.43
17751,PA,Mill Hall,7084,41.1,-77.49
17752,PA,Montgomery,4635,41.17,-76.87
17754,PA,Montoursville,12233,41.24,-76.92
17756,PA,Muncy,12408,41.2,-76.78
17758,PA,Muncy Valley,919,41.35,-76.6
17760,PA,North Bend,557,41.37,-77.7
17762,PA,Picture Rocks,503,41.28,-76.7
17763,PA,Ralston,309,41.5,-76.94
17764,PA,Renovo,2327,41.32,-77.74
17765,PA,Roaring Branch,1162,41.55,-76.89
17767,PA,Salona,91,41.08,-77.45
17768,PA,Shunk,377,41.56,-76.76
17771,PA,Trout Run,3158,41.39,-77.08
17772,PA,Turbotville,2399,41.1,-76.76
17774,PA,Unityville,1277,41.24,-76.52
17776,PA,Waterville,295,41.32,-77.35
17777,PA,Watsontown,7056,41.08,-76.86
17778,PA,Westport,102,41.3,-77.84
17779,PA,Woolrich,235,41.19,-77.33
17801,PA,Sunbury,16671,40.86,-76.78
17810,PA,Allenwood,4683,41.09,-76.9
17812,PA,Beaver Springs,1480,40.74,-77.22
17813,PA,Beavertown,1979,40.75,-77.16
17814,PA,Benton,4860,41.19,-76.38
17815,PA,Bloomsburg,30967,41,-76.45
17820,PA,Catawissa,5556,40.95,-76.46
17821,PA,Danville,18219,40.96,-76.61
17822,PA,Danville,0,40.96,-76.61
17823,PA,Dornsife,1273,40.75,-76.76
17824,PA,Elysburg,4115,40.86,-76.54
17827,PA,Freeburg,657,40.76,-76.94
17829,PA,Hartleton,244,40.89,-77.15
17830,PA,Herndon,1947,40.71,-76.85
17832,PA,Marion Heights,628,40.8,-76.46
17834,PA,Kulpmont,3565,40.79,-76.47
17835,PA,Laurelton,219,40.94,-77.2
17836,PA,Leck Kill,266,40.72,-76.6
17837,PA,Lewisburg,19815,40.96,-76.89
17840,PA,Locust Gap,533,40.79,-76.43
17841,PA,Mc Clure,4779,40.7,-77.31
17842,PA,Middleburg,8910,40.78,-77.04
17844,PA,Mifflinburg,10042,40.92,-77.04
17845,PA,Millmont,2245,40.86,-77.23
17846,PA,Millville,3738,41.12,-76.52
17847,PA,Milton,12051,41,-76.85
17850,PA,Montandon,645,40.96,-76.86
17851,PA,Mount Carmel,7841,40.79,-76.41
17853,PA,Mount Pleasant Mills,3221,40.69,-77
17855,PA,New Berlin,992,40.88,-76.98
17856,PA,New Columbia,3365,41.04,-76.88
17857,PA,Northumberland,7505,40.89,-76.79
17859,PA,Orangeville,3106,41.07,-76.41
17860,PA,Paxinos,1994,40.83,-76.64
17861,PA,Paxtonville,143,40.76,-77.08
17862,PA,Penns Creek,577,40.86,-77.07
17864,PA,Port Trevorton,2445,40.7,-76.91
17865,PA,Potts Grove,92,40.99,-76.79
17866,PA,Coal Township,10310,40.78,-76.54
17867,PA,Rebuck,169,40.72,-76.75
17868,PA,Riverside,1052,40.95,-76.63
17870,PA,Selinsgrove,14564,40.8,-76.86
17872,PA,Shamokin,9943,40.78,-76.55
17876,PA,Shamokin Dam,1698,40.85,-76.82
17878,PA,Stillwater,1528,41.15,-76.36
17880,PA,Swengel,72,40.94,-77.07
17881,PA,Trevorton,1556,40.78,-76.67
17884,PA,Washingtonville,305,41.05,-76.67
17885,PA,Weikert,141,40.86,-77.28
17886,PA,West Milton,895,41.01,-76.8
17887,PA,White Deer,1778,41.05,-76.96
17888,PA,Wilburton,326,40.81,-76.38
17889,PA,Winfield,2735,40.9,-76.87
17901,PA,Pottsville,23990,40.67,-76.2
17920,PA,Aristes,331,40.81,-76.34
17921,PA,Ashland,7676,40.78,-76.34
17922,PA,Auburn,4783,40.59,-76.09
17923,PA,Branchdale,433,40.64,-76.33
17925,PA,Brockton,376,40.77,-76.04
17929,PA,Cressona,1606,40.63,-76.19
17930,PA,Cumbola,476,40.72,-76.15
17931,PA,Frackville,8472,40.78,-76.23
17933,PA,Friedensburg,89,40.58,-76.23
17934,PA,Gilberton,469,40.79,-76.22
17935,PA,Girardville,1737,40.79,-76.28
17936,PA,Gordon,763,40.75,-76.34
17938,PA,Hegins,2442,40.66,-76.48
17941,PA,Klingerstown,834,40.66,-76.62
17943,PA,Lavelle,229,40.76,-76.39
17944,PA,Llewellyn,205,40.66,-76.26
17945,PA,Locustdale,180,40.77,-76.37
17946,PA,Lost Creek,263,40.81,-76.22
17948,PA,Mahanoy City,5029,40.81,-76.13
17949,PA,Mahanoy Plane,263,40.76,-76.07
17951,PA,Mar Lin,325,40.68,-76.23
17952,PA,Mary D,282,40.75,-76.06
17953,PA,Middleport,469,40.72,-76.08
17954,PA,Minersville,4564,40.69,-76.25
17957,PA,Muir,328,40.59,-76.51
17959,PA,New Philadelphia,1422,40.71,-76.11
17960,PA,New Ringgold,3868,40.68,-75.99
17961,PA,Orwigsburg,6958,40.65,-76.1
17963,PA,Pine Grove,9317,40.54,-76.38
17964,PA,Pitman,798,40.7,-76.51
17965,PA,Port Carbon,2067,40.69,-76.16
17967,PA,Ringtown,2457,40.85,-76.23
17968,PA,Sacramento,329,40.64,-76.61
17970,PA,Saint Clair,3241,40.72,-76.19
17972,PA,Schuylkill Haven,11627,40.62,-76.17
17974,PA,Seltzer,344,40.69,-76.22
17976,PA,Shenandoah,6937,40.81,-76.2
17978,PA,Spring Glen,224,40.63,-76.64
17979,PA,Summit Station,168,40.58,-76.22
17980,PA,Tower City,3238,40.58,-76.55
17981,PA,Tremont,2751,40.62,-76.39
17982,PA,Tuscarora,430,40.76,-76.05
17983,PA,Valley View,1620,39.94,-76.7
17985,PA,Zion Grove,1226,40.93,-76.25
18011,PA,Alburtis,5450,40.5,-75.6
18013,PA,Bangor,17802,40.86,-75.2
18014,PA,Bath,11387,40.72,-75.39
18015,PA,Bethlehem,32832,40.62,-75.36
18016,PA,Bethlehem,0,40.62,-75.36
18017,PA,Bethlehem,37549,40.62,-75.36
18018,PA,Bethlehem,32413,40.62,-75.36
18020,PA,Bethlehem,20447,40.62,-75.36
18030,PA,Bowmanstown,623,40.8,-75.66
18031,PA,Breinigsville,7528,40.55,-75.66
18032,PA,Catasauqua,9285,40.65,-75.46
18034,PA,Center Valley,8256,40.53,-75.42
18035,PA,Cherryville,241,40.73,-75.55
18036,PA,Coopersburg,12822,40.51,-75.39
18037,PA,Coplay,7070,40.67,-75.49
18038,PA,Danielsville,3091,40.78,-75.51
18040,PA,Easton,15742,40.68,-75.22
18041,PA,East Greenville,5424,40.4,-75.5
18042,PA,Easton,41570,40.68,-75.22
18045,PA,Easton,26391,40.68,-75.22
18046,PA,East Texas,64,40.6,-75.54
18049,PA,Emmaus,17341,40.53,-75.49
18051,PA,Fogelsville,3327,40.59,-75.66
18052,PA,Whitehall,26902,40.63,-75.48
18053,PA,Germansville,2375,40.72,-75.71
18054,PA,Green Lane,4278,40.33,-75.47
18055,PA,Hellertown,11780,40.58,-75.33
18056,PA,Hereford,943,40.44,-75.58
18058,PA,Kunkletown,9464,40.88,-75.47
18059,PA,Laurys Station,1228,40.72,-75.53
18062,PA,Macungie,24351,40.51,-75.55
18063,PA,Martins Creek,548,40.85,-75.19
18064,PA,Nazareth,24073,40.73,-75.31
18066,PA,New Tripoli,6005,40.65,-75.74
18067,PA,Northampton,17852,40.68,-75.48
18068,PA,Old Zionsville,42,40.48,-75.54
18069,PA,Orefield,8017,40.62,-75.6
18070,PA,Palm,739,40.43,-75.53
18071,PA,Palmerton,10578,40.8,-75.61
18072,PA,Pen Argyl,6571,40.86,-75.25
18073,PA,Pennsburg,9350,40.39,-75.49
18074,PA,Perkiomenville,5775,40.32,-75.51
18076,PA,Red Hill,2662,40.37,-75.48
18077,PA,Riegelsville,2370,40.59,-75.19
18078,PA,Schnecksville,7074,40.67,-75.61
18079,PA,Slatedale,436,40.73,-75.63
18080,PA,Slatington,11456,40.75,-75.61
18081,PA,Springtown,357,40.55,-75.28
18083,PA,Stockertown,530,40.75,-75.26
18085,PA,Tatamy,1119,40.74,-75.25
18086,PA,Treichlers,398,40.78,-75.53
18087,PA,Trexlertown,738,40.56,-75.6
18088,PA,Walnutport,8375,40.75,-75.59
18091,PA,Wind Gap,5926,40.84,-75.29
18092,PA,Zionsville,3223,40.47,-75.52
18101,PA,Allentown,3897,40.59,-75.47
18102,PA,Allentown,49779,40.59,-75.47
18103,PA,Allentown,45336,40.59,-75.47
18104,PA,Allentown,43236,40.59,-75.47
18105,PA,Allentown,12,40.59,-75.47
18106,PA,Allentown,6889,40.59,-75.47
18109,PA,Allentown,16932,40.59,-75.47
18195,PA,Allentown,0,40.59,-75.47
18201,PA,Hazleton,27516,40.95,-75.97
18202,PA,Hazleton,12083,40.96,-76
18210,PA,Albrightsville,8258,40.96,-75.61
18211,PA,Andreas,1304,40.74,-75.82
18212,PA,Ashfield,131,40.81,-75.72
18214,PA,Barnesville,2078,40.79,-76.08
18216,PA,Beaver Meadows,1067,40.92,-75.91
18218,PA,Coaldale,2281,40.82,-75.91
18219,PA,Conyngham,1436,40.99,-76.05
18220,PA,Delano,344,40.84,-76.06
18221,PA,Drifton,389,40.99,-75.9
18222,PA,Drums,9020,41.01,-75.99
18223,PA,Ebervale,115,40.98,-75.94
18224,PA,Freeland,6017,41.01,-75.89
18225,PA,Harleigh,114,40.98,-75.97
18229,PA,Jim Thorpe,8498,40.87,-75.73
18230,PA,Junedale,132,40.92,-75.92
18231,PA,Kelayres,535,40.9,-76.01
18232,PA,Lansford,3941,40.83,-75.88
18234,PA,Lattimer Mines,401,40.95,-76
18235,PA,Lehighton,19353,40.83,-75.71
18237,PA,Mcadoo,3110,40.9,-75.99
18239,PA,Milnesville,232,40.95,-76
18240,PA,Nesquehoning,3891,40.86,-75.82
18241,PA,Nuremberg,646,40.93,-76.18
18242,PA,Oneida,235,40.9,-76.13
18244,PA,Parryville,402,40.82,-75.66
18245,PA,Quakake,348,40.84,-75.97
18246,PA,Rock Glen,143,40.96,-76.18
18248,PA,Sheppton,631,40.9,-76.11
18249,PA,Sugarloaf,4129,40.99,-76.08
18250,PA,Summit Hill,3034,40.82,-75.84
18251,PA,Sybertsville,46,40.99,-76.08
18252,PA,Tamaqua,11188,40.8,-75.93
18254,PA,Tresckow,871,40.91,-75.96
18255,PA,Weatherly,4337,40.94,-75.82
18256,PA,Weston,359,41.68,-76.5
18301,PA,East Stroudsburg,28561,41,-75.17
18302,PA,East Stroudsburg,17362,41.02,-75.18
18321,PA,Bartonsville,1711,41,-75.29
18322,PA,Brodheadsville,2781,40.92,-75.4
18323,PA,Buck Hill Falls,275,41.16,-75.27
18324,PA,Bushkill,9714,41.09,-75
18325,PA,Canadensis,2465,41.24,-75.22
18326,PA,Cresco,4152,41.16,-75.25
18327,PA,Delaware Water Gap,700,40.97,-75.13
18328,PA,Dingmans Ferry,7759,41.22,-74.87
18330,PA,Effort,8927,40.96,-75.45
18331,PA,Gilbert,867,40.9,-75.43
18332,PA,Henryville,3085,41.09,-75.26
18333,PA,Kresgeville,712,40.89,-75.5
18334,PA,Long Pond,4156,41.05,-75.44
18335,PA,Marshalls Creek,672,41.04,-75.12
18336,PA,Matamoras,4082,41.35,-74.7
18337,PA,Milford,14572,41.32,-74.8
18340,PA,Millrift,174,41.4,-74.74
18342,PA,Mountainhome,492,41.17,-75.26
18343,PA,Mount Bethel,3982,40.9,-75.11
18344,PA,Mount Pocono,3589,41.12,-75.35
18346,PA,Pocono Summit,2964,41.1,-75.42
18347,PA,Pocono Lake,3364,41.11,-75.56
18349,PA,Pocono Manor,132,41.03,-75.28
18350,PA,Pocono Pines,1931,41.11,-75.45
18351,PA,Portland,518,40.91,-75.09
18352,PA,Reeders,1098,40.99,-75.27
18353,PA,Saylorsburg,12779,40.9,-75.36
18354,PA,Sciota,951,40.92,-75.28
18355,PA,Scotrun,1492,41.07,-75.33
18356,PA,Shawnee On Delaware,136,41.08,-75.13
18357,PA,Skytop,104,41.21,-75.21
18360,PA,Stroudsburg,28362,40.98,-75.19
18370,PA,Swiftwater,1096,41.08,-75.36
18371,PA,Tamiment,747,41.14,-75.02
18372,PA,Tannersville,3210,41.04,-75.33
18403,PA,Archbald,7087,41.5,-75.53
18405,PA,Beach Lake,2561,41.6,-75.15
18407,PA,Carbondale,13862,41.57,-75.5
18411,PA,Clarks Summit,21985,41.48,-75.7
18413,PA,Clifford,151,41.64,-75.59
18414,PA,Dalton,5452,41.53,-75.73
18415,PA,Damascus,1245,41.7,-75.06
18417,PA,Equinunk,1121,41.85,-75.22
18419,PA,Factoryville,4634,41.56,-75.78
18420,PA,Fleetville,57,41.59,-75.71
18421,PA,Forest City,4754,41.65,-75.46
18424,PA,Gouldsboro,5613,41.24,-75.45
18425,PA,Greeley,1354,41.42,-74.99
18426,PA,Greentown,4526,41.32,-75.3
18427,PA,Hamlin,118,41.4,-75.39
18428,PA,Hawley,12012,41.47,-75.18
18430,PA,Herrick Center,33,41.74,-75.48
18431,PA,Honesdale,12666,41.57,-75.25
18433,PA,Jermyn,6508,41.52,-75.54
18434,PA,Jessup,4192,41.46,-75.55
18435,PA,Lackawaxen,795,41.48,-74.98
18436,PA,Lake Ariel,13853,41.45,-75.38
18437,PA,Lake Como,211,41.84,-75.33
18438,PA,Lakeville,1172,41.43,-75.27
18439,PA,Lakewood,500,41.85,-75.38
18441,PA,Lenoxville,289,41.66,-75.63
18443,PA,Milanville,458,41.67,-75.06
18444,PA,Moscow,13778,41.33,-75.52
18445,PA,Newfoundland,2329,41.3,-75.32
18446,PA,Nicholson,3733,41.62,-75.78
18447,PA,Olyphant,10548,41.45,-75.59
18451,PA,Paupack,448,41.39,-75.19
18452,PA,Peckville,4802,41.47,-75.57
18453,PA,Pleasant Mount,1104,41.73,-75.43
18454,PA,Poyntelle,64,41.82,-75.42
18455,PA,Preston Park,105,41.88,-75.35
18456,PA,Prompton,423,41.58,-75.32
18457,PA,Rowland,82,41.47,-75.04
18458,PA,Shohola,3017,41.47,-74.91
18459,PA,South Canaan,51,41.5,-75.41
18460,PA,South Sterling,184,41.26,-75.34
18461,PA,Starlight,404,41.9,-75.33
18462,PA,Starrucca,427,41.9,-75.46
18463,PA,Sterling,199,41.34,-75.39
18464,PA,Tafton,1193,41.4,-75.18
18465,PA,Thompson,1340,41.86,-75.51
18466,PA,Tobyhanna,16681,41.18,-75.43
18469,PA,Tyler Hill,357,41.69,-75.1
18470,PA,Union Dale,2226,41.71,-75.49
18471,PA,Waverly,685,41.52,-75.7
18472,PA,Waymart,7521,41.58,-75.4
18473,PA,White Mills,495,41.52,-75.2
18503,PA,Scranton,1182,41.4,-75.66
18504,PA,Scranton,21265,41.4,-75.66
18505,PA,Scranton,20586,41.4,-75.66
18507,PA,Moosic,4891,41.35,-75.72
18508,PA,Scranton,12292,41.4,-75.66
18509,PA,Scranton,13589,41.4,-75.66
18510,PA,Scranton,14119,41.4,-75.66
18512,PA,Scranton,12218,41.4,-75.66
18517,PA,Taylor,5274,41.39,-75.71
18518,PA,Old Forge,8313,41.37,-75.73
18519,PA,Scranton,5104,41.47,-75.62
18602,PA,Bear Creek,257,41.18,-75.76
18603,PA,Berwick,19320,41.05,-76.24
18610,PA,Blakeslee,5008,41.04,-75.52
18612,PA,Dallas,18051,41.33,-75.96
18614,PA,Dushore,2426,41.52,-76.39
18615,PA,Falls,1867,41.46,-75.84
18616,PA,Forksville,738,41.49,-76.6
18617,PA,Glen Lyon,1924,41.17,-76.07
18618,PA,Harveys Lake,3793,41.37,-76.02
18619,PA,Hillsgrove,273,41.43,-76.71
18621,PA,Hunlock Creek,6248,41.2,-76.06
18622,PA,Huntington Mills,257,41.19,-76.23
18623,PA,Laceyville,2733,41.64,-76.16
18624,PA,Lake Harmony,718,41.05,-75.66
18625,PA,Lake Winola,491,41.5,-75.85
18626,PA,Laporte,516,41.41,-76.49
18628,PA,Lopez,192,41.45,-76.29
18629,PA,Mehoopany,1801,41.56,-76.06
18630,PA,Meshoppen,3556,41.61,-76.04
18631,PA,Mifflinville,1286,41.02,-76.3
18632,PA,Mildred,409,41.47,-76.37
18634,PA,Nanticoke,13569,41.2,-76
18635,PA,Nescopeck,3881,41.05,-76.21
18636,PA,Noxen,1438,41.42,-76.05
18640,PA,Pittston,17155,41.32,-75.78
18641,PA,Pittston,6812,41.32,-75.78
18642,PA,Duryea,4345,41.34,-75.75
18643,PA,Pittston,12908,41.32,-75.78
18644,PA,Wyoming,7546,41.3,-75.84
18651,PA,Plymouth,8880,41.24,-75.95
18653,PA,Ransom,132,41.39,-75.82
18655,PA,Shickshinny,6278,41.15,-76.15
18656,PA,Sweet Valley,2195,41.28,-76.15
18657,PA,Tunkhannock,11985,41.53,-75.94
18660,PA,Wapwallopen,3702,41.06,-76.07
18661,PA,White Haven,5730,41.06,-75.77
18701,PA,Wilkes Barre,3447,41.24,-75.87
18702,PA,Wilkes Barre,40295,41.24,-75.87
18704,PA,Kingston,31206,41.26,-75.88
18705,PA,Wilkes Barre,14806,41.24,-75.87
18706,PA,Wilkes Barre,16105,41.24,-75.87
18707,PA,Mountain Top,15557,41.16,-75.9
18708,PA,Shavertown,8817,41.31,-75.95
18709,PA,Luzerne,2903,41.28,-75.89
18801,PA,Montrose,8266,41.83,-75.87
18810,PA,Athens,6162,41.95,-76.51
18812,PA,Brackney,1644,41.98,-75.92
18814,PA,Burlington,156,41.77,-76.6
18816,PA,Dimock,128,41.74,-75.89
18817,PA,East Smithfield,306,41.86,-76.62
18818,PA,Friendsville,1394,41.91,-76.04
18821,PA,Great Bend,1153,41.97,-75.74
18822,PA,Hallstead,3642,41.96,-75.74
18823,PA,Harford,193,41.78,-75.7
18824,PA,Hop Bottom,1401,41.7,-75.76
18825,PA,Jackson,111,41.83,-75.59
18826,PA,Kingsley,1910,41.76,-75.78
18828,PA,Lawton,352,41.78,-76.06
18829,PA,Le Raysville,868,41.83,-76.18
18830,PA,Little Meadows,735,41.99,-76.13
18831,PA,Milan,1039,41.9,-76.52
18832,PA,Monroeton,1874,41.71,-76.47
18833,PA,New Albany,2056,41.6,-76.44
18834,PA,New Milford,3691,41.87,-75.72
18837,PA,Rome,3267,41.85,-76.34
18840,PA,Sayre,10731,41.97,-76.51
18842,PA,South Gibson,278,41.73,-75.63
18843,PA,South Montrose,277,41.79,-75.89
18844,PA,Springville,1870,41.69,-75.91
18845,PA,Stevensville,297,41.76,-76.17
18846,PA,Sugar Run,847,41.64,-76.24
18847,PA,Susquehanna,6024,41.94,-75.6
18848,PA,Towanda,9193,41.76,-76.44
18850,PA,Ulster,2357,41.84,-76.5
18851,PA,Warren Center,706,41.93,-76.18
18853,PA,Wyalusing,4252,41.66,-76.26
18854,PA,Wysox,1510,41.77,-76.39
18901,PA,Doylestown,27598,40.31,-75.12
18902,PA,Doylestown,20973,40.36,-75.09
18912,PA,Buckingham,39,40.31,-75.06
18913,PA,Carversville,185,40.39,-75.06
18914,PA,Chalfont,21063,40.28,-75.2
18915,PA,Colmar,1063,40.27,-75.26
18917,PA,Dublin,2158,40.37,-75.2
18920,PA,Erwinna,361,40.49,-75.08
18923,PA,Fountainville,998,40.33,-75.15
18925,PA,Furlong,6195,40.29,-75.05
18929,PA,Jamison,9306,40.25,-75.08
18930,PA,Kintnersville,2721,40.53,-75.21
18932,PA,Line Lexington,388,40.29,-75.25
18935,PA,Milford Square,116,40.43,-75.39
18936,PA,Montgomeryville,4,40.24,-75.24
18938,PA,New Hope,13989,40.36,-74.95
18940,PA,Newtown,28825,40.22,-74.93
18942,PA,Ottsville,3260,40.46,-75.15
18944,PA,Perkasie,24479,40.37,-75.29
18947,PA,Pipersville,6172,40.43,-75.1
18950,PA,Point Pleasant,252,40.42,-75.11
18951,PA,Quakertown,34651,40.43,-75.34
18954,PA,Richboro,9745,40.22,-75
18955,PA,Richlandtown,1662,40.47,-75.32
18960,PA,Sellersville,12473,40.36,-75.3
18962,PA,Silverdale,515,40.34,-75.27
18964,PA,Souderton,13812,40.31,-75.32
18966,PA,Southampton,37999,40.18,-75
18969,PA,Telford,15273,40.32,-75.32
18970,PA,Trumbauersville,696,40.41,-75.37
18972,PA,Upper Black Eddy,3512,40.53,-75.12
18974,PA,Warminster,40953,40.21,-75.07
18976,PA,Warrington,19795,40.25,-75.14
18977,PA,Washington Crossing,4291,40.28,-74.87
18980,PA,Wycombe,510,40.28,-75.01
19001,PA,Abington,17020,40.12,-75.12
19002,PA,Ambler,32412,40.15,-75.22
19003,PA,Ardmore,12519,40,-75.29
19004,PA,Bala Cynwyd,9416,40.01,-75.22
19006,PA,Huntingdon Valley,21423,40.13,-75.06
19007,PA,Bristol,21125,40.1,-74.85
19008,PA,Broomall,20535,39.96,-75.35
19009,PA,Bryn Athyn,864,40.13,-75.06
19010,PA,Bryn Mawr,21103,40.02,-75.31
19012,PA,Cheltenham,6670,40.05,-75.1
19013,PA,Chester,35130,39.84,-75.37
19014,PA,Aston,21206,39.86,-75.43
19015,PA,Brookhaven,16632,39.87,-75.39
19017,PA,Chester Heights,348,39.89,-75.46
19018,PA,Clifton Heights,23360,39.92,-75.29
19020,PA,Bensalem,55493,40.1,-74.93
19021,PA,Croydon,10074,40.09,-74.89
19022,PA,Crum Lynne,3669,39.86,-75.33
19023,PA,Darby,22164,39.92,-75.26
19025,PA,Dresher,5395,40.14,-75.16
19026,PA,Drexel Hill,30738,39.94,-75.3
19027,PA,Elkins Park,19067,40.07,-75.12
19029,PA,Essington,3971,39.86,-75.28
19030,PA,Fairless Hills,12122,40.17,-74.85
19031,PA,Flourtown,4700,40.1,-75.2
19032,PA,Folcroft,6606,39.88,-75.27
19033,PA,Folsom,7777,39.89,-75.32
19034,PA,Fort Washington,5999,40.13,-75.19
19035,PA,Gladwyne,3780,40.04,-75.28
19036,PA,Glenolden,12942,39.89,-75.29
19038,PA,Glenside,31595,40.1,-75.15
19040,PA,Hatboro,20536,40.17,-75.1
19041,PA,Haverford,6248,40,-75.31
19043,PA,Holmes,2664,39.9,-75.3
19044,PA,Horsham,15853,40.18,-75.13
19046,PA,Jenkintown,17809,40.09,-75.12
19047,PA,Langhorne,35056,40.17,-74.91
19050,PA,Lansdowne,28073,39.94,-75.27
19053,PA,Feasterville Trevose,25966,40.14,-74.98
19054,PA,Levittown,17437,40.15,-74.85
19055,PA,Levittown,13924,40.15,-74.85
19056,PA,Levittown,15486,40.15,-74.85
19057,PA,Levittown,17191,40.15,-74.85
19060,PA,Garnet Valley,11368,39.84,-75.49
19061,PA,Marcus Hook,19997,39.81,-75.41
19063,PA,Media,35704,39.91,-75.38
19064,PA,Springfield,24459,39.93,-75.34
19066,PA,Merion Station,5864,40,-75.24
19067,PA,Morrisville,51334,40.2,-74.78
19070,PA,Morton,7277,39.91,-75.32
19072,PA,Narberth,9539,40,-75.26
19073,PA,Newtown Square,18332,39.97,-75.43
19074,PA,Norwood,5890,39.88,-75.29
19075,PA,Oreland,7354,40.11,-75.18
19076,PA,Prospect Park,6525,39.88,-75.3
19078,PA,Ridley Park,11067,39.87,-75.32
19079,PA,Sharon Hill,9168,39.9,-75.26
19081,PA,Swarthmore,10337,39.9,-75.34
19082,PA,Upper Darby,40997,39.96,-75.27
19083,PA,Havertown,35878,39.97,-75.31
19085,PA,Villanova,8932,40.03,-75.35
19086,PA,Wallingford,11420,39.89,-75.37
19087,PA,Wayne,32225,40.06,-75.4
19090,PA,Willow Grove,18832,40.14,-75.11
19094,PA,Woodlyn,4406,39.87,-75.34
19095,PA,Wyncote,7063,40.09,-75.14
19096,PA,Wynnewood,13572,39.99,-75.27
19102,PA,Philadelphia,4705,39.95,-75.16
19103,PA,Philadelphia,21908,39.95,-75.16
19104,PA,Philadelphia,51808,39.95,-75.16
19106,PA,Philadelphia,11740,39.95,-75.16
19107,PA,Philadelphia,14875,39.95,-75.16
19109,PA,Philadelphia,0,39.95,-75.16
19111,PA,Philadelphia,63090,40.06,-75.07
19112,PA,Philadelphia,13,39.95,-75.16
19113,PA,Philadelphia,120,39.95,-75.16
19114,PA,Philadelphia,30907,39.95,-75.16
19115,PA,Philadelphia,33207,39.95,-75.16
19116,PA,Philadelphia,33112,39.95,-75.16
19118,PA,Philadelphia,9808,39.95,-75.16
19119,PA,Philadelphia,27035,39.95,-75.16
19120,PA,Philadelphia,68104,39.95,-75.16
19121,PA,Philadelphia,36572,39.95,-75.16
19122,PA,Philadelphia,21653,39.95,-75.16
19123,PA,Philadelphia,13416,39.95,-75.16
19124,PA,Philadelphia,66691,39.95,-75.16
19125,PA,Philadelphia,22958,39.95,-75.16
19126,PA,Philadelphia,15758,39.95,-75.16
19127,PA,Philadelphia,5913,39.95,-75.16
19128,PA,Philadelphia,35239,39.95,-75.16
19129,PA,Philadelphia,10975,39.95,-75.16
19130,PA,Philadelphia,24870,39.95,-75.16
19131,PA,Philadelphia,43172,39.95,-75.16
19132,PA,Philadelphia,36268,39.95,-75.16
19133,PA,Philadelphia,26063,39.95,-75.16
19134,PA,Philadelphia,60675,39.95,-75.16
19135,PA,Philadelphia,33091,39.95,-75.16
19136,PA,Philadelphia,40647,39.95,-75.16
19137,PA,Philadelphia,8638,39.95,-75.16
19138,PA,Philadelphia,32273,39.95,-75.16
19139,PA,Philadelphia,41271,39.95,-75.16
19140,PA,Philadelphia,54133,39.95,-75.16
19141,PA,Philadelphia,31376,39.95,-75.16
19142,PA,Philadelphia,29595,39.95,-75.16
19143,PA,Philadelphia,64849,39.95,-75.16
19144,PA,Philadelphia,43329,39.95,-75.16
19145,PA,Philadelphia,47261,39.95,-75.16
19146,PA,Philadelphia,35113,39.95,-75.16
19147,PA,Philadelphia,36228,39.95,-75.16
19148,PA,Philadelphia,49732,39.95,-75.16
19149,PA,Philadelphia,55006,39.95,-75.16
19150,PA,Philadelphia,23378,39.95,-75.16
19151,PA,Philadelphia,29883,39.95,-75.16
19152,PA,Philadelphia,33293,39.95,-75.16
19153,PA,Philadelphia,12259,39.95,-75.16
19154,PA,Philadelphia,34196,39.95,-75.16
19301,PA,Paoli,6402,40.04,-75.49
19310,PA,Atglen,3066,39.94,-75.97
19311,PA,Avondale,8584,39.82,-75.78
19312,PA,Berwyn,11539,40.03,-75.44
19316,PA,Brandamore,186,39.96,-75.82
19317,PA,Chadds Ford,9530,39.86,-75.59
19319,PA,Cheyney,1130,39.92,-75.52
19320,PA,Coatesville,52342,39.98,-75.81
19330,PA,Cochranville,5421,39.87,-75.92
19333,PA,Devon,6895,40.04,-75.42
19335,PA,Downingtown,46984,40,-75.7
19341,PA,Exton,16709,40.03,-75.63
19342,PA,Glen Mills,18099,39.89,-75.5
19343,PA,Glenmoore,8142,40.09,-75.77
19344,PA,Honey Brook,11919,40.09,-75.91
19345,PA,Immaculata,689,40.04,-75.52
